high,mid,low
춘천시,남산면,
춘천시,광판리,
춘천시,행촌리,
춘천시,수동리,
춘천시,창촌리,
춘천시,방곡리,
춘천시,강촌리,
춘천시,서천리,
춘천시,백양리,
춘천시,방하리,
춘천시,산수리,
원주시,중앙동,
원주시,평원동,
원주시,원동,
원주시,인동,
원주시,개운동,
원주시,명륜동,
원주시,단구동,
원주시,일산동,
원주시,학성동,
원주시,단계동,
원주시,우산동,
원주시,태장동,
원주시,봉산동,
원주시,행구동,
원주시,무실동,
원주시,관설동,
원주시,반곡동,
원주시,가현동,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,문막읍,
원주시,소초면,
원주시,소초면,
원주시,소초면,
원주시,소초면,
원주시,소초면,
원주시,소초면,
원주시,소초면,
원주시,소초면,
원주시,소초면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,호저면,
원주시,지정면,
원주시,지정면,
원주시,지정면,
원주시,지정면,
원주시,지정면,
원주시,지정면,
원주시,지정면,
원주시,지정면,
원주시,부론면,
원주시,부론면,
원주시,부론면,
원주시,부론면,
원주시,부론면,
원주시,부론면,
원주시,부론면,
원주시,귀래면,
원주시,귀래면,
원주시,귀래면,
원주시,귀래면,
원주시,귀래면,
원주시,귀래면,
원주시,흥업면,
원주시,흥업면,
원주시,흥업면,
원주시,흥업면,
원주시,흥업면,
원주시,판부면,
원주시,판부면,
원주시,판부면,
원주시,판부면,
원주시,신림면,
원주시,신림면,
원주시,신림면,
원주시,신림면,
원주시,신림면,
원주시,신림면,
원주시,신림면,
원주시,신림면,
강릉시,홍제동,
강릉시,남문동,
강릉시,명주동,
강릉시,성내동,
강릉시,임당동,
강릉시,금학동,
강릉시,용강동,
강릉시,성남동,
강릉시,옥천동,
강릉시,교동,
강릉시,포남동,
강릉시,초당동,
강릉시,강문동,
강릉시,송정동,
강릉시,견소동,
강릉시,내곡동,
강릉시,회산동,
강릉시,장현동,
강릉시,박월동,
강릉시,담산동,
강릉시,노암동,
강릉시,유산동,
강릉시,월호평동,
강릉시,신석동,
강릉시,입암동,
강릉시,청량동,
강릉시,두산동,
강릉시,학동,
강릉시,병산동,
강릉시,남항진동,
강릉시,유천동,
강릉시,지변동,
강릉시,죽헌동,
강릉시,대전동,
강릉시,운정동,
강릉시,난곡동,
강릉시,저동,
강릉시,안현동,
강릉시,운산동,
강릉시,주문진읍,
강릉시,주문진읍,
강릉시,주문진읍,
강릉시,주문진읍,
강릉시,주문진읍,
강릉시,주문진읍,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,성산면,
강릉시,왕산면,
강릉시,왕산면,
강릉시,왕산면,
강릉시,왕산면,
강릉시,왕산면,
강릉시,왕산면,
강릉시,왕산면,
강릉시,구정면,
강릉시,구정면,
강릉시,구정면,
강릉시,구정면,
강릉시,구정면,
강릉시,구정면,
강릉시,구정면,
강릉시,구정면,
강릉시,강동면,
강릉시,상시동리,
강릉시,모전리,
강릉시,안인리,
강릉시,안인진리,
강릉시,임곡리,
강릉시,하시동리,
강릉시,정동진리,
강릉시,심곡리,
강릉시,산성우리,
강릉시,언별리,
강릉시,옥계면,
강릉시,현내리,
강릉시,천남리,
강릉시,주수리,
강릉시,도직리,
강릉시,조산리,
강릉시,남양리,
강릉시,북동리,
강릉시,낙풍리,
강릉시,금진리,
강릉시,산계리,
강릉시,사천면,
강릉시,미노리,
강릉시,노동리,
강릉시,석교리,
강릉시,판교리,
강릉시,사천진리,
강릉시,덕실리,
강릉시,방동리,
강릉시,산대월리,
강릉시,사기막리,
강릉시,연곡면,
강릉시,방내리,
강릉시,영진리,
강릉시,동덕리,
강릉시,송림리,
강릉시,행정리,
강릉시,신왕리,
강릉시,유등리,
강릉시,삼산리,
강릉시,퇴곡리,
동해시,천곡동,
동해시,평릉동,
동해시,송정동,
동해시,용정동,
동해시,지흥동,
동해시,효가동,
동해시,동회동,
동해시,나안동,
동해시,쇄운동,
동해시,부곡동,
동해시,발한동,
동해시,북평동,
동해시,구미동,
동해시,추암동,
동해시,구호동,
동해시,단봉동,
동해시,지가동,
동해시,이도동,
동해시,귀운동,
동해시,대구동,
동해시,호현동,
동해시,내동,
동해시,묵호진동,
동해시,삼화동,
동해시,이기동,
동해시,이로동,
동해시,어달동,
동해시,대진동,
동해시,망상동,
동해시,심곡동,
동해시,초구동,
동해시,괴란동,
동해시,만우동,
동해시,신흥동,
동해시,비천동,
동해시,달방동,
태백시,황지동,
태백시,장성동,
태백시,금천동,
태백시,철암동,
태백시,문곡동,
태백시,동점동,
태백시,소도동,
태백시,혈동,
태백시,화전동,
태백시,적각동,
태백시,창죽동,
태백시,통동,
태백시,백산동,
태백시,원동,
태백시,상사미동,
태백시,하사미동,
태백시,조탄동,
속초시,영랑동,
속초시,동명동,
속초시,중앙동,
속초시,금호동,
속초시,청학동,
속초시,교동,
속초시,노학동,
속초시,조양동,
속초시,청호동,
속초시,대포동,
속초시,도문동,
속초시,설악동,
속초시,장사동,
삼척시,성내동,
삼척시,성북동,
삼척시,읍상동,
삼척시,읍중동,
삼척시,당저동,
삼척시,교동,
삼척시,갈천동,
삼척시,증산동,
삼척시,우지동,
삼척시,마달동,
삼척시,자원동,
삼척시,평전동,
삼척시,등봉동,
삼척시,도경동,
삼척시,마평동,
삼척시,오사동,
삼척시,건지동,
삼척시,원당동,
삼척시,성남동,
삼척시,남양동,
삼척시,사직동,
삼척시,오분동,
삼척시,적노동,
삼척시,조비동,
삼척시,정상동,
삼척시,정하동,
삼척시,근산동,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,도계읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,원덕읍,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,근덕면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,하장면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,노곡면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,미로면,
삼척시,가곡면,
삼척시,가곡면,
삼척시,가곡면,
삼척시,가곡면,
삼척시,가곡면,
삼척시,가곡면,
삼척시,신기면,
삼척시,신기면,
삼척시,신기면,
삼척시,신기면,
삼척시,신기면,
삼척시,신기면,
삼척시,신기면,
삼척시,신기면,
삼척시,신기면,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,홍천읍,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,화촌면,
홍천군,두촌면,
홍천군,두촌면,
홍천군,두촌면,
홍천군,두촌면,
홍천군,두촌면,
홍천군,두촌면,
홍천군,두촌면,
홍천군,두촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,내촌면,
홍천군,서석면,
홍천군,서석면,
홍천군,서석면,
홍천군,서석면,
홍천군,서석면,
홍천군,서석면,
홍천군,서석면,
홍천군,서석면,
홍천군,서석면,
홍천군,동면,
홍천군,속초리,
홍천군,신봉리,
홍천군,덕치리,
홍천군,성수리,
홍천군,삼현리,
홍천군,방량리,
홍천군,월운리,
홍천군,후동리,
홍천군,개운리,
홍천군,노천리,
홍천군,좌운리,
홍천군,남면,
홍천군,양덕원리,
홍천군,유목정리,
홍천군,신대리,
홍천군,시동리,
홍천군,유치리,
홍천군,월천리,
홍천군,명동리,
홍천군,제곡리,
홍천군,용수리,
홍천군,남노일리,
홍천군,화전리,
홍천군,서면,
홍천군,반곡리,
홍천군,어유포리,
홍천군,팔봉리,
홍천군,굴업리,
홍천군,대곡리,
홍천군,중방대리,
홍천군,길곡리,
홍천군,동막리,
홍천군,모곡리,
홍천군,마곡리,
홍천군,개야리,
홍천군,두미리,
홍천군,북방면,
홍천군,상화계리,
홍천군,화동리,
홍천군,중화계리,
홍천군,성동리,
홍천군,북방리,
홍천군,능평리,
홍천군,부사원리,
홍천군,본궁리,
홍천군,역전평리,
홍천군,원소리,
홍천군,구만리,
홍천군,노일리,
홍천군,장항리,
홍천군,굴지리,
홍천군,도사곡리,
홍천군,소매곡리,
홍천군,하화계리,
홍천군,전치곡리,
홍천군,내면,
홍천군,창촌리,
홍천군,광원리,
홍천군,명개리,
홍천군,율전리,
홍천군,자운리,
홍천군,방내리,
횡성군,횡성읍,
횡성군,읍상리,
횡성군,읍하리,
횡성군,북천리,
횡성군,내지리,
횡성군,마옥리,
횡성군,송전리,
횡성군,궁천리,
횡성군,옥동리,
횡성군,영영포리,
횡성군,개전리,
횡성군,마산리,
횡성군,조곡리,
횡성군,생운리,
횡성군,남산리,
횡성군,교항리,
횡성군,입석리,
횡성군,청용리,
횡성군,묵계리,
횡성군,곡교리,
횡성군,모평리,
횡성군,반곡리,
횡성군,갈풍리,
횡성군,학곡리,
횡성군,가담리,
횡성군,추동리,
횡성군,정암리,
횡성군,우천면,
횡성군,두곡리,
횡성군,용둔리,
횡성군,산전리,
횡성군,상하가리,
횡성군,정금리,
횡성군,하궁리,
횡성군,상대리,
횡성군,하대리,
횡성군,오원리,
횡성군,백달리,
횡성군,우항리,
횡성군,양적리,
횡성군,법주리,
횡성군,문암리,
횡성군,안흥면,
횡성군,안흥리,
횡성군,가천리,
횡성군,송한리,
횡성군,상안리,
횡성군,지구리,
횡성군,소사리,
횡성군,성산리,
횡성군,둔내면,
횡성군,현천리,
횡성군,둔방내리,
횡성군,영랑리,
횡성군,조항리,
횡성군,우용리,
횡성군,두원리,
횡성군,자포곡리,
횡성군,석문리,
횡성군,삽교리,
횡성군,마암리,
횡성군,화동리,
횡성군,궁종리,
횡성군,태기리,
횡성군,갑천면,
횡성군,중금리,
횡성군,부동리,
횡성군,화전리,
횡성군,구방리,
횡성군,포동리,
횡성군,매일리,
횡성군,하대리,
횡성군,상대리,
횡성군,율동리,
횡성군,삼거리,
횡성군,전촌리,
횡성군,추동리,
횡성군,대관대리,
횡성군,병지방리,
횡성군,청일면,
횡성군,봉명리,
횡성군,속실리,
횡성군,춘당리,
횡성군,유동리,
횡성군,초현리,
횡성군,유평리,
횡성군,갑천리,
횡성군,고시리,
횡성군,신대리,
횡성군,공근면,
횡성군,상동리,
횡성군,부창리,
횡성군,어둔리,
횡성군,공근리,
횡성군,가곡리,
횡성군,삼배리,
횡성군,청곡리,
횡성군,행정리,
횡성군,상창봉리,
횡성군,창봉리,
횡성군,도곡리,
횡성군,초원리,
횡성군,학담리,
횡성군,매곡리,
횡성군,오산리,
횡성군,수백리,
횡성군,덕촌리,
횡성군,신촌리,
횡성군,서원면,
횡성군,창촌리,
횡성군,압곡리,
횡성군,옥계리,
횡성군,석화리,
횡성군,유현리,
횡성군,금대리,
횡성군,강림면,
횡성군,강림리,
횡성군,부곡리,
횡성군,월현리,
영월군,영월읍,
영월군,영흥리,
영월군,하송리,
영월군,방절리,
영월군,덕포리,
영월군,삼옥리,
영월군,거운리,
영월군,문산리,
영월군,연하리,
영월군,정양리,
영월군,팔괴리,
영월군,흥월리,
영월군,상동읍,
영월군,내덕리,
영월군,구래리,
영월군,천평리,
영월군,덕구리,
영월군,중동면,
영월군,녹전리,
영월군,직동리,
영월군,이목리,
영월군,화원리,
영월군,연상리,
영월군,석항리,
영월군,김삿갓면,
영월군,진별리,
영월군,각동리,
영월군,대야리,
영월군,옥동리,
영월군,예밀리,
영월군,주문리,
영월군,와석리,
영월군,외룡리,
영월군,내리,
영월군,북면,
영월군,마차리,
영월군,문곡리,
영월군,연덕리,
영월군,공기리,
영월군,덕상리,
영월군,남면,
영월군,연당리,
영월군,창원리,
영월군,토교리,
영월군,광천리,
영월군,조전리,
영월군,북쌍리,
영월군,한반도면,
영월군,옹정리,
영월군,광전리,
영월군,신천리,
영월군,후탄리,
영월군,쌍용리,
영월군,주천면,
영월군,주천리,
영월군,판운리,
영월군,도천리,
영월군,신일리,
영월군,금마리,
영월군,용석리,
영월군,무릉도원면,
영월군,무릉리,
영월군,법흥리,
영월군,도원리,
영월군,운학리,
영월군,두산리,
평창군,평창읍,
평창군,상리,
평창군,중리,
평창군,하리,
평창군,천변리,
평창군,종부리,
평창군,노론리,
평창군,이곡리,
평창군,조동리,
평창군,고길리,
평창군,지동리,
평창군,유동리,
평창군,약수리,
평창군,조둔리,
평창군,천동리,
평창군,도돈리,
평창군,마지리,
평창군,응암리,
평창군,대상리,
평창군,대하리,
평창군,입탄리,
평창군,향동리,
평창군,여만리,
평창군,후평리,
평창군,주진리,
평창군,용항리,
평창군,임하리,
평창군,계장리,
평창군,다수리,
평창군,하일리,
평창군,원당리,
평창군,뇌운리,
평창군,미탄면,
평창군,창리,
평창군,율치리,
평창군,회동리,
평창군,평안리,
평창군,백운리,
평창군,한탄리,
평창군,기화리,
평창군,마하리,
평창군,수청리,
평창군,방림면,
평창군,방림리,
평창군,운교리,
평창군,계촌리,
평창군,대화면,
평창군,대화리,
평창군,신리,
평창군,개수리,
평창군,상안미리,
평창군,하안미리,
평창군,봉평면,
평창군,창동리,
평창군,평촌리,
평창군,유포리,
평창군,진조리,
평창군,면온리,
평창군,무이리,
평창군,흥정리,
평창군,원길리,
평창군,덕거리,
평창군,용평면,
평창군,용전리,
평창군,이목정리,
평창군,속사리,
평창군,노동리,
평창군,도사리,
평창군,백옥포리,
평창군,장평리,
평창군,재산리,
평창군,진부면,
평창군,하진부리,
평창군,상진부리,
평창군,송정리,
평창군,두일리,
평창군,척천리,
평창군,탑동리,
평창군,동산리,
평창군,간평리,
평창군,상월오개리,
평창군,거문리,
평창군,신기리,
평창군,봉산리,
평창군,마평리,
평창군,수항리,
평창군,화의리,
평창군,막동리,
평창군,장전리,
평창군,호명리,
평창군,대관령면,
평창군,유천리,
평창군,병내리,
평창군,차항리,
평창군,횡계리,
평창군,수하리,
평창군,용산리,
정선군,정선읍,
정선군,봉양리,
정선군,북실리,
정선군,덕송리,
정선군,애산리,
정선군,신월리,
정선군,덕우리,
정선군,여탄리,
정선군,회동리,
정선군,용탄리,
정선군,광하리,
정선군,귤암리,
정선군,가수리,
정선군,고한읍,
정선군,고한리,
정선군,사북읍,
정선군,직전리,
정선군,사북리,
정선군,신동읍,
정선군,예미리,
정선군,천포리,
정선군,조동리,
정선군,방제리,
정선군,가사리,
정선군,고성리,
정선군,덕천리,
정선군,운치리,
정선군,남면,
정선군,문곡리,
정선군,무릉리,
정선군,유평리,
정선군,낙동리,
정선군,광덕리,
정선군,북평면,
정선군,장열리,
정선군,북평리,
정선군,남평리,
정선군,문곡리,
정선군,나전리,
정선군,숙암리,
정선군,임계면,
정선군,가목리,
정선군,도전리,
정선군,직원리,
정선군,임계리,
정선군,송계리,
정선군,봉산리,
정선군,낙천리,
정선군,용산리,
정선군,덕암리,
정선군,고양리,
정선군,반천리,
정선군,문래리,
정선군,화암면,
정선군,화암리,
정선군,석곡리,
정선군,북동리,
정선군,몰운리,
정선군,건천리,
정선군,호촌리,
정선군,백전리,
정선군,여량면,
정선군,여량리,
정선군,유천리,
정선군,구절리,
정선군,남곡리,
정선군,고양리,
정선군,봉정리,
철원군,철원읍,
철원군,화지리,
철원군,관전리,
철원군,월하리,
철원군,사요리,
철원군,외촌리,
철원군,율이리,
철원군,내포리,
철원군,중리,
철원군,대마리,
철원군,중세리,
철원군,산명리,
철원군,가단리,
철원군,유정리,
철원군,홍원리,
철원군,독검리,
철원군,김화읍,
철원군,학사리,
철원군,읍내리,
철원군,생창리,
철원군,암정리,
철원군,운장리,
철원군,용양리,
철원군,감봉리,
철원군,청양리,
철원군,도창리,
철원군,갈말읍,
철원군,신철원리,
철원군,지포리,
철원군,강포리,
철원군,군탄리,
철원군,문혜리,
철원군,내대리,
철원군,지경리,
철원군,토성리,
철원군,상사리,
철원군,동막리,
철원군,정연리,
철원군,동송읍,
철원군,이평리,
철원군,오덕리,
철원군,장흥리,
철원군,오지리,
철원군,상노리,
철원군,대위리,
철원군,관우리,
철원군,양지리,
철원군,이길리,
철원군,하갈리,
철원군,중강리,
철원군,강산리,
철원군,서면,
철원군,자등리,
철원군,와수리,
철원군,근남면,
철원군,육단리,
철원군,잠곡리,
철원군,사곡리,
철원군,양지리,
철원군,풍암리,
철원군,마현리,
철원군,근북면,
철원군,유곡리,
철원군,백덕리,
철원군,금곡리,
철원군,율목리,
철원군,근동면,
철원군,광삼리,
철원군,방통리,
철원군,원동면,
철원군,등대리,
철원군,송실리,
철원군,용연리,
철원군,세현리,
철원군,원남면,
철원군,개야리,
철원군,경상리,
철원군,죽대리,
철원군,백양리,
철원군,남둔리,
철원군,월봉리,
철원군,풍동리,
철원군,주파리,
철원군,구룡리,
철원군,노동리,
철원군,진현리,
철원군,임남면,
철원군,달전리,
철원군,과호리,
철원군,좌패리,
철원군,수동리,
화천군,화천읍,
화천군,아리,
화천군,하리,
화천군,중리,
화천군,상리,
화천군,신읍리,
화천군,풍산리,
화천군,동촌리,
화천군,대이리,
화천군,간동면,
화천군,유촌리,
화천군,용호리,
화천군,간척리,
화천군,오음리,
화천군,방천리,
화천군,도송리,
화천군,구만리,
화천군,하남면,
화천군,원천리,
화천군,논미리,
화천군,계성리,
화천군,안평리,
화천군,위라리,
화천군,용암리,
화천군,삼화리,
화천군,거례리,
화천군,서오지리,
화천군,상서면,
화천군,신풍리,
화천군,신대리,
화천군,구운리,
화천군,장촌리,
화천군,파포리,
화천군,노동리,
화천군,부촌리,
화천군,산양리,
화천군,봉오리,
화천군,다목리,
화천군,마현리,
화천군,사내면,
화천군,사창리,
화천군,광덕리,
화천군,명월리,
화천군,용담리,
화천군,삼일리,
양구군,양구읍,
양구군,상리,
양구군,중리,
양구군,하리,
양구군,송청리,
양구군,수인리,
양구군,웅진리,
양구군,석현리,
양구군,공리,
양구군,학조리,
양구군,이리,
양구군,안대리,
양구군,정림리,
양구군,동수리,
양구군,고대리,
양구군,죽곡리,
양구군,한전리,
양구군,도사리,
양구군,공수리,
양구군,군량리,
양구군,월명리,
양구군,상무룡리,
양구군,남면,
양구군,적리,
양구군,가오작리,
양구군,야촌리,
양구군,용하리,
양구군,청리,
양구군,송우리,
양구군,황강리,
양구군,창리,
양구군,도촌리,
양구군,구암리,
양구군,죽리,
양구군,심포리,
양구군,원리,
양구군,두무리,
양구군,명곶리,
양구군,동면,
양구군,후곡리,
양구군,지석리,
양구군,원당리,
양구군,덕곡리,
양구군,임당리,
양구군,팔랑리,
양구군,월운리,
양구군,비아리,
양구군,사태리,
양구군,방산면,
양구군,현리,
양구군,오미리,
양구군,금악리,
양구군,장평리,
양구군,칠전리,
양구군,송현리,
양구군,고방산리,
양구군,천미리,
양구군,건솔리,
양구군,해안면,
양구군,현리,
양구군,오유리,
양구군,만대리,
양구군,월산리,
양구군,이현리,
양구군,후리,
인제군,인제읍,
인제군,상동리,
인제군,남북리,
인제군,합강리,
인제군,덕산리,
인제군,덕적리,
인제군,원대리,
인제군,귀둔리,
인제군,가아리,
인제군,가리산리,
인제군,하추리,
인제군,고사리,
인제군,남면,
인제군,신남리,
인제군,신풍리,
인제군,어론리,
인제군,부평리,
인제군,갑둔리,
인제군,정자리,
인제군,남전리,
인제군,관대리,
인제군,신월리,
인제군,상수내리,
인제군,하수내리,
인제군,수산리,
인제군,소치리,
인제군,북면,
인제군,원통리,
인제군,월학리,
인제군,한계리,
인제군,용대리,
인제군,기린면,
인제군,현리,
인제군,북리,
인제군,서리,
인제군,방동리,
인제군,진동리,
인제군,서화면,
인제군,천도리,
인제군,서흥리,
인제군,서화리,
인제군,가전리,
인제군,심적리,
인제군,서희리,
인제군,장승리,
인제군,상남면,
인제군,상남리,
인제군,하남리,
인제군,미산리,
인제군,김부리,
고성군,간성읍,
고성군,하리,
고성군,신안리,
고성군,동호리,
고성군,봉호리,
고성군,상리,
고성군,간촌리,
고성군,교동리,
고성군,해상리,
고성군,광산리,
고성군,어천리,
고성군,장신리,
고성군,진부리,
고성군,탑동리,
고성군,선유실리,
고성군,금수리,
고성군,탑현리,
고성군,흘리,
고성군,거진읍,
고성군,거진리,
고성군,화포리,
고성군,원당리,
고성군,송정리,
고성군,용하리,
고성군,산북리,
고성군,송강리,
고성군,석문리,
고성군,초계리,
고성군,대대리,
고성군,송죽리,
고성군,반암리,
고성군,송포리,
고성군,봉평리,
고성군,냉천리,
고성군,오정리,
고성군,자산리,
고성군,현내면,
고성군,대진리,
고성군,철통리,
고성군,초도리,
고성군,죽정리,
고성군,산학리,
고성군,화곡리,
고성군,마달리,
고성군,마차진리,
고성군,명파리,
고성군,배봉리,
고성군,검장리,
고성군,사천리,
고성군,송현리,
고성군,명호리,
고성군,송도진리,
고성군,제진리,
고성군,대강리,
고성군,죽왕면,
고성군,오호리,
고성군,향목리,
고성군,가진리,
고성군,공현진리,
고성군,오봉리,
고성군,인정리,
고성군,구성리,
고성군,마좌리,
고성군,삼포리,
고성군,야촌리,
고성군,문암진리,
고성군,송암리,
고성군,토성면,
고성군,천진리,
고성군,청간리,
고성군,아야진리,
고성군,교암리,
고성군,백촌리,
고성군,운봉리,
고성군,학야리,
고성군,도원리,
고성군,용암리,
고성군,신평리,
고성군,인흥리,
고성군,성천리,
고성군,원암리,
고성군,용촌리,
고성군,봉포리,
고성군,성대리,
고성군,금화정리,
고성군,수동면,
고성군,신대리,
고성군,외면리,
고성군,덕산리,
고성군,사비리,
고성군,고미성리,
고성군,신탄리,
고성군,사천리,
고성군,상원리,
양양군,양양읍,
양양군,남문리,
양양군,구교리,
양양군,성내리,
양양군,군행리,
양양군,연창리,
양양군,청곡리,
양양군,송암리,
양양군,월리,
양양군,조산리,
양양군,사천리,
양양군,포월리,
양양군,기리,
양양군,정손리,
양양군,감곡리,
양양군,서문리,
양양군,내곡리,
양양군,임천리,
양양군,거마리,
양양군,화일리,
양양군,서면,
양양군,갈천리,
양양군,수리,
양양군,논화리,
양양군,용소리,
양양군,내현리,
양양군,용천리,
양양군,북평리,
양양군,범부리,
양양군,상평리,
양양군,장승리,
양양군,서선리,
양양군,가라피리,
양양군,오색리,
양양군,영덕리,
양양군,서림리,
양양군,미천리,
양양군,북암리,
양양군,송천리,
양양군,송어리,
양양군,공수전리,
양양군,손양면,
양양군,동호리,
양양군,금강리,
양양군,송전리,
양양군,가평리,
양양군,오산리,
양양군,삽존리,
양양군,석계리,
양양군,학포리,
양양군,수여리,
양양군,상양혈리,
양양군,하양혈리,
양양군,부소치리,
양양군,수산리,
양양군,와리,
양양군,간리,
양양군,상왕도리,
양양군,하왕도리,
양양군,도화리,
양양군,송현리,
양양군,주리,
양양군,여운포리,
양양군,상운리,
양양군,밀양리,
양양군,우암리,
양양군,현북면,
양양군,잔교리,
양양군,기사문리,
양양군,명지리,
양양군,장리,
양양군,도리,
양양군,말곡리,
양양군,대치리,
양양군,상광정리,
양양군,중광정리,
양양군,하광정리,
양양군,어성전리,
양양군,원일전리,
양양군,면옥치리,
양양군,법수치리,
양양군,현남면,
양양군,인구리,
양양군,북분리,
양양군,동산리,
양양군,시변리,
양양군,정자리,
양양군,광진리,
양양군,전포매리,
양양군,후포매리,
양양군,견불리,
양양군,상월천리,
양양군,하월천리,
양양군,창리,
양양군,임호정리,
양양군,원포리,
양양군,지리,
양양군,지경리,
양양군,입암리,
양양군,남애리,
양양군,주리,
양양군,두리,
양양군,죽리,
양양군,강현면,
양양군,상복리,
양양군,중복리,
양양군,하복리,
양양군,강선리,
양양군,물치리,
양양군,간곡리,
양양군,둔전리,
양양군,석교리,
양양군,침교리,
양양군,회룡리,
양양군,금풍리,
양양군,사교리,
양양군,방축리,
양양군,답리,
양양군,광석리,
양양군,정암리,
양양군,용호리,
양양군,장산리,
양양군,전진리,
양양군,주청리,
양양군,적은리,
양양군,물갑리,
청주시,상당구,영동
청주시,상당구,북문로
청주시,상당구,남문로
청주시,상당구,문화동
청주시,상당구,서운동
청주시,상당구,서문동
청주시,상당구,남주동
청주시,상당구,석교동
청주시,상당구,수동
청주시,상당구,탑동
청주시,상당구,대성동
청주시,상당구,영운동
청주시,상당구,금천동
청주시,상당구,용담동
청주시,상당구,명암동
청주시,상당구,산성동
청주시,상당구,용암동
청주시,상당구,용정동
청주시,상당구,방서동
청주시,상당구,평촌동
청주시,상당구,지북동
청주시,상당구,운동동
청주시,상당구,월오동
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,낭성면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,미원면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
청주시,상당구,가덕면
